"placedVMs","numVMs","allocRate","cpuUtilRate","ramUtilRate","netUtilRate","diskUtilRate","migrations","migrationRate"
"24","24","100.0","52.5264477705509","59.131503105163574","68.43335628509521","49.72326457500458","12","50.0"
"3","3","100.0","7.593826633319099","15.360896289348602","2.1034570410847664","11.395056545734406","0","0.0"
"6","6","100.0","17.29718782407125","28.067055344581604","7.009404897689819","18.814876675605774","2","33.33333333333333"
"9","9","100.0","25.809357652656622","41.05237424373627","12.26487010717392","26.38830840587616","4","44.44444444444444"
"12","12","100.0","34.94452510217776","57.63627886772156","19.360065460205078","37.061864137649536","5","41.66666666666667"
"14","15","93.33333373069763","42.072640761300555","67.3233151435852","24.987290799617767","38.155752420425415","4","26.666666666666668"
"15","18","83.33333134651184","42.48935521259074","74.2052674293518","28.99402678012848","41.283807158470154","6","33.33333333333333"
"15","21","71.42857313156128","39.77048740315989","75.66177248954773","32.3080837726593","42.36838519573212","7","33.33333333333333"
"17","24","70.83333134651184","43.21942292441896","83.01383256912231","34.8373144865036","48.224177956581116","6","25.0"
"3","3","100.0","6.598773680935128","4.285050183534622","14.233419299125671","8.1224724650383","0","0.0"
"6","6","100.0","17.218349438218507","8.18726196885109","28.20844054222107","13.853263854980469","1","16.666666666666664"
